name,primary_muscle,secondary_muscles,equipment,experience_level,overview,instructions,tips,video_url,source_url
Wrist Rollers Video Exercise Guide,Forearms,None,None,None,,"Begin the exercise by grabbing a wrist roller with a lighter weight attached to it.With the rope fully extended (not wrapped around the roller) stand up grasping the roller with an overhand grip (palms facing down). Your feet should be around shoulder-width apart.Extend both arms straight out in from of your body. This is the starting position.Begin wrapping the rope around the roller by rotating each wrist, one at a time.Continue until the weight reaches the bar, and then begin slowly lowering the weight by rotating each wrist, one at a time in a downward motion.When the weight reaches the ground, you have completed one rep.Repeat for desired reps.","Concentrate on keeping your entire body as still as possible. Only your wrists should be moving during this exercise.The higher you raise your arms out in front of you, the more intense the exercise will become.",https://player.vimeo.com/video/760001989?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/wrist-rollers.html
Dumbbell Overhead Carry Video Exercise Guide,Forearms,"Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back",The dumbbell overhead carry is a variation of thefarmers walkand an exercise used to strengthen the core and shoulders.The dumbbell overhead carry provides a core stabilization challenge as you hold weight overhead and the core fights to stabilize the body as you walk for the predetermined number of steps.,"Grasp a dumbbell in each hand using a neutral grip and stand up straight.Either snatch or clean and press the dumbbells overhead to get into position.While maintaining an active shoulder position, hold the dumbbell overhead and walk for a designated distance or amount of time.","When setting up for the lift, ensure you take a good deep breath to set your shoulder position. The weight will drive your shoulders into scapular depression so you want to ensure that your shoulders are set in a good position prior to lifting the weight.If you sit in a position of heavy scapular depression, you may find that a slight shrug of the shoulder is necessary to get adequate upward rotation of the scapula and ensure the shoulder girdle remains in a good position.If performing a unilateral carry variation, ensure that you’re not leaning to one side as you complete the movement.Shrug the shoulder just slightly. Not enough so that it takes above a position of neutral but just enough to offset the weight pulling your shoulders down.Walk slowly and ensure a heel-toe pattern.Stabilize the weight and don’t allow it to drive you into overextension.Continue to breath throughout the exercise and don’t rely upon respiration for spinal stabilization.",https://www.youtube.com/embed/Trkpt1jqQBA?rel=0,https://www.muscleandstrength.com/exercises/dumbbell-overhead-carry
Reverse Grip Barbell Wrist Curl Video Exercise Guide,Forearms,None,None,None,,"Select a barbell and sit on a bench with your forearms resting on your thighs, palms facing down.Hold the barbell with an overhand grip, hands shoulder-width apart.Position your wrists by letting the bar hang in front of you, wrists slightly hanging off your knees.Use your wrists to curl the bar upwards, exhaling as you lift.Pause and squeeze your forearms at the top.Slowly lower the bar back down, inhaling as you descend. This is one rep.Perform the desired reps, focusing on wrist control and forearm activation.",Keep the movement controlled for maximum wrist and forearm engagement.Use an EZ bar if you feel pain in the wrists during the set.,https://player.vimeo.com/video/760008069?title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/reverse-barbell-wrist-curl.html
Weight Plate Pinches Video Exercise Guide,Forearms,None,None,None,,"Weight plate pinches are a simple way to build real strength in your forearms.To complete this exercise grasp a weight plate (or two if you can) between your two index fingers and your thumb.Stand up straight and hold the weight plate with your fingers as long as possible.If you can hold it longer than 30 seconds, use a heavier plate or two small plates together.",Don't use your fingers to hook around the weight plate. The idea is that you pinch it.Holding several smaller plates together is more challenging.It's generally a good idea to do this exercise at the end of your workout as your grip is used in most exercises.,https://player.vimeo.com/video/760001933?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/weight-plate-pinches.html
Reverse One Arm Cable Curl Video Exercise Guide,Forearms,Biceps,Biceps,Biceps,,"Set up for the one arm reverse cable curl by attaching a single grip handle to the low pulley cable.Stand facing the cable machine and grasp the handle with your left hand using an overhand (palms facing down) grip.Keeping your body fixed and your elbow tucked in at your sides, slowly curl the weight up as far as possible.Pause, and then slowly lower the weight back to the starting position.Repeat for desired reps, and then repeat on your right arm.Exercise Tips:As a general rule, always work your weakest side first. In most cases this will mean the left side.Keep your elbow tucked in at your side throughout the set. Only move your forearm.Keep the rep timing slow and control the weight, especially on the way down.",,,https://www.muscleandstrength.com/exercises/reverse-one-arm-cable-curl.html
Dumbbell Suitcase Carry Video Exercise Guide,Forearms,"Abs, Hamstrings, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Quads, Shoulders, Traps, Upper Back",The dumbbell suitcase carry is a variation of thefarmers walkand an exercise used to strengthen the core and forearms.The unilateral loading seen in the dumbbell suitcase carry forces your core to fight to stabilize the spine.The dumbbell suitcase carry gets its name because the way one holds the dumbbell while performing the exercise is reminiscent of the way one carries a suitcase.,"Grasp a dumbbell in one hand using a neutral grip and stand up straight.While maintaining an active shoulder position, hold the dumbbell by your side and walk for a designated distance or amount of time.","When setting up for the lift, ensure you take a good deep breath to set your shoulder position. The weight will drive your shoulders into scapular depression so you want to ensure that your shoulders are set in a good position prior to lifting the weight.If performing a unilateral carry variation, ensure that you’re not leaning to one side as you complete the movement.Shrug the shoulder just slightly. Not enough so that it takes above a position of neutral but just enough to offset the weight pulling your shoulders down.Walk slowly and ensure a heel-toe pattern.Stabilize the weight and don’t allow it to drive you into overextension.Continue to breath throughout the exercise and don’t rely upon respiration for spinal stabilization.",https://www.youtube.com/embed/2BKmOGjE-d0?rel=0,https://www.muscleandstrength.com/exercises/dumbbell-suitcase-carry
Reverse Grip Preacher Curl Video Exercise Guide,Forearms,Biceps,Biceps,Biceps,The preacher curl is an exercise used to isolate the biceps.The angle used when performing preacher curl variations allows for a more focused concentric portion of the curl. This is especially helpful when trying to build bicep peaks and promote a pump in the biceps.The preacher curl is an isolation movement that is best used toward the end of yourworkoutsif your goal is building a more aesthetic physique.,"Load the desired weight on the barbell, and sit in an upright position with your chest flat against the preacher bench.Keep your upper arm pressed into the pad and grab the bar with an overhand grip (palms facing down).Extend your arms until your biceps are fully lengthened. This is the starting position.Take a deep breath and curl the weight by bending at the elbows until the bar is at shoulder height.Squeeze the biceps at the top of the movement and slowly lower the bar back to the starting position.Repeat for the desired number of repetitions.",Keep the motion slow and controlled throughout the set.Always use a full range of motion to get the most out of this exercise.,https://player.vimeo.com/video/760008015?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/reverse-preacher-curl.html
Kettlebell Goblet Carry Video Exercise Guide,Forearms,"Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","The kettlebell goblet carry is a variation of thefarmers walkand a full body exercise primarily used to strengthen the muscles of the core, forearms, and traps.The kettlebell goblet carry is part of the loaded carry exercise family tree, which are foundational strength movements that can be beneficial in anyone’sworkout programs.",Grasp a kettlebell by the horns at chest height with both hands.Maintain the position of the kettlebell at the chest and walk for a designated distance or amount of time.,"To get the kettlebell into position you will most likely need the assistance of your free hand which is perfectly fine.When setting up for the lift, ensure you take a good deep breath to set your shoulder position. The weight will drive your shoulders into scapular depression so you want to ensure that your shoulders are set in a good position prior to lifting the weight.Walk slowly and ensure a heel-toe pattern.Stabilize the weight and don’t allow it to drive you into overextension.Continue to breath throughout the exercise and don’t rely upon respiration for spinal stabilization.",https://www.youtube.com/embed/36JzSj_fFGU?rel=0,https://www.muscleandstrength.com/exercises/kettlebell-goblet-carry
Reverse Grip Dumbbell Preacher Curl Video Exercise Guide,Forearms,Biceps,Biceps,Biceps,The preacher curl is an exercise used to isolate the biceps.The angle used when performing preacher curl variations allows for a more focused concentric portion of the curl. This is especially helpful when trying to build bicep peaks and promote a pump in the biceps.The preacher curl is an isolation movement that is best used toward the end of yourworkoutsif your goal is building a more aesthetic physique.,Select a pair of dumbbells and sit in an upright position with your chest flat against the preacher bench.Keep your upper arm pressed into the pad and grab the dumbbells with an overhand grip (palms facing down).Extend your arms until your biceps are fully lengthened. This is the starting position.Take a deep breath and curl the weight by bending at the elbows until the dumbbells are at shoulder height.Squeeze the biceps at the top of the movement and slowly lower the dumbbells back to the starting position.Repeat for the desired number of repetitions.,Keep the motion slow and controlled throughout the set.Always use a full range of motion to get the most out of this exercise.,https://player.vimeo.com/video/760008025?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/dumbbell-reverse-preacher-curl.html
Kettlebell Single Arm Racked Carry Video Exercise Guide,Forearms,"Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","The kettlebell single arm racked carry is a variation of thefarmers walkand a total body exercise used to primarily target the muscles of the core, forearms, and traps.The kettlebell single arm racked carry loads the weight unilaterally to force your core to stabilize your spine during the carry.The kettlebell single arm racked carry is part of the loaded carry exercise family tree, which are important foundational exercises you should try to incorporate into yourworkout programs.","Grasp a kettlebell in one hand using a neutral grip and stand up straight.Clean the kettlebell to get into position.While maintaining an active shoulder position, hold the kettlebell in the front rack position and walk for a designated distance or amount of time.","When setting up for the lift, ensure you take a good deep breath to set your shoulder position. The weight will drive your shoulders into scapular depression so you want to ensure that your shoulders are set in a good position prior to lifting the weight.When performing a unilateral carry variation, ensure that you’re not leaning to one side as you complete the movement.Walk slowly and ensure a heel-toe pattern.Stabilize the weight and don’t allow it to drive you into overextension.Continue to breath throughout the exercise and don’t rely upon respiration for spinal stabilization.",https://www.youtube.com/embed/IxACM1FTPhc?rel=0,https://www.muscleandstrength.com/exercises/kettlebell-single-arm-racked-carry
Barbell Wrist Curl (Over Bench) Video Exercise Guide,Forearms,None,None,None,"The barbell wrist curl is a variation of thedumbbell wrist curland an exercise used to target the muscles of the forearms. Using a bench allows you to focus more on the movement by providing extra stability.Having strong forearms, and training the forearms in multiple ways, will allow you to lift heavier weights in many exercises simply by strengthening your grip.Forearms can be a resistant muscle to grow and may require ahigher training frequencyto experience a noticeable difference in forearm strength and size.","Grab a barbell using a supinated grip (palm facing up) and kneel in front of a flat bench. Your hands should be around shoulder-width apart.Rest the back of your forearms on top of the bench so that your writs are just off the end of it.Bending only at the wrists, let the barbell drop as far as possible. This is the starting position for the exercise.Slowly curl the barbell up towards your body using your wrists. Squeeze the forearm muscles at the top of the movement.Pause, and then slowly lower the barbell back to the starting position.Repeat for desired reps.","Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity.Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/760002661?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/barbell-wrist-curl-over-bench.html
Fat Gripz Dumbbell Farmers Carry Video Exercise Guide,Forearms,"Abs, Hamstrings, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Quads, Shoulders, Traps, Upper Back",The Fat Gripz dumbbell farmers carry is a variation of thefarmers carryand an exercise used to build the muscles of the forearms. The Fat Gripz dumbbell farmers carry will also indirectly target the muscles of the core and traps.The Fat Gripz used during Fat Gripz dumbbell farmers carry makes the grip on the dumbbell larger and more difficult to hold. This in turn provides a greater forearm stimulus to help you build bigger forearms.,"Wrap a set of fat gripz around a pair of dumbbells and grasp them using a neutral grip.While maintaining an active shoulder position, hold the dumbbells by your side and walk for a designated distance or amount of time.","When setting up for the lift, ensure you take a good deep breath to set your shoulder position. The weight will drive your shoulders into scapular depression so you want to ensure that your shoulders are set in a good position prior to lifting the weight.If performing a unilateral carry variation, ensure that you’re not leaning to one side as you complete the movement.Shrug the shoulders just slightly. Not enough so that it takes above a position of neutral but just enough to offset the weight pulling your shoulders down.Walk slowly and ensure a heel-toe pattern.Stabilize the weight and don’t allow it to drive you into overextension.Continue to breath throughout the exercise and don’t rely upon respiration for spinal stabilization.",https://www.youtube.com/embed/l50N5J4fHwk?rel=0,https://www.muscleandstrength.com/exercises/fat-gripz-dumbbell-farmers-carry
Reverse Grip Cable Preacher Curl Video Exercise Guide,Forearms,Biceps,Biceps,Biceps,,"The reverse cable preacher curl is a great exercise for hitting your biceps and forearms.Set up for the exercise by attaching a straight bar or EZ bar extension to the lower pulley cable machine and selecting the weight you want to use.Now grab a preacher bench and position it in front of the cable machine with the arm padding facing the machine.Grasp the bar with a reverse grip (palms facing down) at around shoulder width and sit on the preacher bench with your upper arms on the padding.Keep your shoulders back and your arms out straight. This is the starting position.To execute, slowly curl the bar up towards your shoulders as far as possible.Pause, and then then slowly lower the bar back to the starting position.Repeat for desired reps.",Keep the motion slow and controlled throughout the set.Always use a full range of motion to get the most out of this exercise.,https://player.vimeo.com/video/760001793?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/reverse-cable-preacher-curl.html
Kettlebell Racked Crossover Walk Video Exercise Guide,Forearms,"Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","The kettlebell racked crossover walk is a variation of thefarmers walkand a total body exercise used to primarily target the muscles of the core, forearms, and traps.The kettlebell racked crossover walk implements an unbalanced weight selection to force your core to stabilize your spine during the carry.This is a slightly more advanced variation of the famers walk and you may be better off starting off with an easier variation until you’ve build the prerequisite core and forearm strength.","Grasp a kettlebell in each hand using a neutral grip and stand up straight.Clean one of the kettlebells to a racked position at shoulder height and hold the other by your side to get into position.While maintaining an active shoulder position, walk for a designated distance or amount of time.","Squeeze the handle of the bottom up kettlebell hard to ensure that your shoulder remains stable.When setting up for the lift, ensure you take a good deep breath to set your shoulder position. The weight will drive your shoulders into scapular depression so you want to ensure that your shoulders are set in a good position prior to lifting the weight.If performing a unilateral carry variation, ensure that you’re not leaning to one side as you complete the movement.Shrug the shoulder of the down arm just slightly. Not enough so that it takes above a position of neutral but just enough to offset the weight pulling your shoulders down.If you sit in a position of heavy scapular depression, you may find that a slight shrug of the shoulder is necessary to get adequate upward rotation of the scapula and ensure the shoulder girdle remains in a good position.Walk slowly and ensure a heel-toe pattern.Stabilize the weight and don’t allow it to drive you into overextension.Continue to breath throughout the exercise and don’t rely upon respiration for spinal stabilization.",https://www.youtube.com/embed/Et2iCuoQb9s?rel=0,https://www.muscleandstrength.com/exercises/kettlebell-racked-crossover-walk
Behind-The-Back Cable Wrist Curl Video Exercise Guide,Forearms,None,None,None,,"Set up for the exercise by attaching a straight bar to the lower pulley cable and selecting the weight you want to use on the stack.Grasp the bar behind your back using an overhand grip (palms facing out) with your hands no wider than shoulder-width apart.Stand straight up with your feet shoulder-width apart and look straight forward. Bending only at the wrists, let the bar drop as far as possible. This is the starting position for the exercise.Slowly raise the bar as far as possible squeezing the forearm muscles at the top of the movement. Only your wrists should be moving.Pause, and then slowly lower the weight back to the starting position.Repeat for desired reps.","Lighter weight should be used with proper technique. It doesn't take heavier weight to make this exercise effective.Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity.Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/760001691?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/standing-cable-wrist-curl-(behind-back).html
Kettlebell Single Arm Bottoms Up Carry Video Exercise Guide,Forearms,"Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","The kettlebell single arm bottoms up carry is a variation of thefarmers walkand a total body exercise used to primarily target the muscles of the core, forearms, and traps.The kettlebell single arm bottoms up carry implements an unbalanced weighted load to force your core to stabilize your spine during the carry.This is a slightly more advanced variation of the famers walk and you may be better off starting off with an easier variation until you’ve build the prerequisite core and forearm strength.","Grasp a kettlebell in each hand using a neutral grip and stand up straight.Clean one of the kettlebells to a bottoms up position at shoulder height and hold the other by your side to get into position.While maintaining an active shoulder position, walk for a designated distance or amount of time.","Squeeze the handle of the bottom up kettlebell hard to ensure that your shoulder remains stable.When setting up for the lift, ensure you take a good deep breath to set your shoulder position. The weight will drive your shoulders into scapular depression so you want to ensure that your shoulders are set in a good position prior to lifting the weight.If performing a unilateral carry variation, ensure that you’re not leaning to one side as you complete the movement.Shrug the shoulder of the down arm just slightly. Not enough so that it takes above a position of neutral but just enough to offset the weight pulling your shoulders down.If you sit in a position of heavy scapular depression, you may find that a slight shrug of the shoulder is necessary to get adequate upward rotation of the scapula and ensure the shoulder girdle remains in a good position.Walk slowly and ensure a heel-toe pattern.Stabilize the weight and don’t allow it to drive you into overextension.Continue to breath throughout the exercise and don’t rely upon respiration for spinal stabilization.",https://www.youtube.com/embed/zEcZZ1cWafI?rel=0,https://www.muscleandstrength.com/exercises/kettlebell-single-arm-bottoms-up-carry
Seated Cable Wrist Curl Video Exercise Guide,Forearms,None,None,None,,"Set up for the seated cable wrist curl by getting a flat or adjustable bench and placing it facing a low pulley cable machine.Attach a straight bar to the low pulley and select the weight you want to use on the stack.Sit on the end of the bench facing the cable machine with your feet out slightly wider than shoulder-width apart.Grasp the bar with an underhand grip (palms facing up) with your hands around shoulder width apart.Pull the weight back and bury your elbows into your inner thighs for support.Keeping your elbows fixed and bending only at the wrists, let the bar drop as far as possible. This is the starting position for the exercise.Slowly raise the bar as far as possible squeezing the forearm muscles at the top of the movement.Pause, and then slowly lower the weight back to the starting position.Repeat for desired reps.","Lighter weight should be used with proper technique. It doesn't take heavier weight to make this exercise effective.Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity.Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/760001707?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/seated-cable-wrist-curl.html
Overhead Barbell Carry Video Exercise Guide,Forearms,"Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","Abs, Hamstrings, Lower Back, Quads, Shoulders, Traps, Upper Back","The overhead barbell carry is a variation of thefarmers walkand a total body exercise used to strengthen the muscles of the core, forearms, and traps.The overhead barbell carry stems from the loaded carry exercise family tree, which are all foundational exercises and one’s you should try to incorporate regularly in your ownworkout routines.",Set a bar at roughly chest height.Set up facing away from the rack and unrack the bar at shoulder height in a overhead press position.Press the bar to lockout and maintain a stable overhead position..Walk for a designated distance or amount of time.,"When setting up for the lift, ensure you take a good deep breath to set your shoulder position. The weight will drive your shoulders into scapular depression so you want to ensure that your shoulders are set in a good position prior to lifting the weight.Shrug the shoulders just slightly. Not enough so that it takes above a position of neutral but just enough to offset the weight pulling your shoulders down.Walk slowly and ensure a heel-toe pattern.Stabilize the weight and don’t allow it to drive you into overextension.Continue to breath throughout the exercise and don’t rely upon respiration for spinal stabilization.With any barbell or trap bar variation, be very aware of your surroundings given this variation will require more room and is a bit more dangerous to those around you.",https://www.youtube.com/embed/_dMT8ROF6DE?rel=0,https://www.muscleandstrength.com/exercises/overhead-barbell-carry
Seated Dumbbell Wrist Curl Video Exercise Guide,Forearms,None,None,None,"The seated dumbbell wrist curl is an exercise used to target the muscles of the forearms.Having strong forearms, and training the forearms in multiple ways, will allow you to lift heavier weights in many exercises simply by strengthening your grip.Performing unilateral movements can also help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body.Forearms can be a resistant muscle to grow and may require ahigher training frequencyto experience a noticeable difference in forearm strength and size.","Grab a pair of dumbbells using a supinated grip (palms facing up) and sit down on the end of a flat bench.Bending only at the wrists, let the dumbbells drop as far as possible. This is the starting position for the exercise.Slowly curl the dumbbells towards your body using your wrists. Squeeze the forearm muscles at the top of the movement.Pause, and then slowly lower the dumbbells back to the starting position.Repeat for desired reps.","Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity.Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/877881857?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/dumbbell-wrist-curl.html
Standing Reverse Grip Cable Curl Video Exercise Guide,Forearms,Biceps,Biceps,Biceps,,"The reverse grip cable curl hits the forearms and the biceps.Set up for the exercise by attaching a straight or EZ bar to the lower pulley cable and selecting the weight you want to use on the stack.Grasp the bar using a reverse (or overhand) grip with your hands no wider than shoulder-width apart.Stand up straight with your elbows tucked in at your sides.Take up any slack in the cable so the stack is raised. This is the starting position for the exercise.To execute, keep your elbows in at your sides and slowly curl the bar up as far as possible.Pause, and then slowly lower the bar back to the starting position.Repeat for desired reps.",Always use rep timing that allows you to control the weight.Keep your body fixed throughout the set. Don't lean back as you curl up the bar.Keep your wrists straight.,https://player.vimeo.com/video/760001777?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/standing-cable-reverse-curl.html
One-Arm Dumbbell Reverse Grip Curl Video Exercise Guide,Forearms,Biceps,Biceps,Biceps,,"The one-arm dumbbell reverse curl hits both the biceps and forearms hard.Grab a dumbbell and stand up holding the dumbbell on your thigh with your palm facing you (reverse grip).Take the weight off your body, so the forearms and biceps are contracted. This is the starting position for the exercise.Keeping your elbow fixed in place and shoulders back, slowly curl the dumbbell up as far as possible.Squeeze, and then slowly lower the dumbbell back to the starting position.Repeat for desired reps and, then repeat with your opposite arm.","Do not ""swing"" as you curl the weight up.Keep your elbows by your sides. Do not let them come forward as you curl the dumbbell up. This will bring your front shoulders into play, and you want to keep the emphasis on your forearms and biceps.",https://player.vimeo.com/video/760001971?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/standing-one-arm-dumbbell-reverse-curl.html
Seated Reverse Grip Dumbbell Wrist Curl Video Exercise Guide,Forearms,None,None,None,,"Grab a pair of dumbbells using a pronated grip (palms facing down) and sit down on the end of a flat bench.Bending only at the wrists, let the dumbbells drop as far as possible. This is the starting position for the exercise.Slowly curl the dumbbells towards your body using your wrists. Squeeze the forearm muscles at the top of the movement.Pause, and then slowly lower the dumbbells back to the starting position.Repeat for desired reps.","Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity.Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/877881908?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/reverse-dumbbell-wrist-curl.html
Standing Smith Machine Wrist Curl (behind back) Video Exercise Guide,Forearms,None,None,None,,"Set up for the exercise by setting up the smith machine just below your glutes and selecting the weight you want to use.Grasp the bar behind your back at arm’s length using a overhand grip (palms facing out) with your hands no wider than shoulder width apart.Take a step forward to bring the weight off the safety rack.Stand straight up with your feet shoulder width apart and look straight forward. Bending only at the wrists, let the bar drop as far as possible. This is the starting position for the exercise.Slowly raise the bar up as far as possible squeezing the forearm muscles at the top of the movement. Only your wrists should be moving.Pause, and then slowly lower the weight back to the starting position.Repeat for desired reps.Exercise Tips:A light weight should be used with proper technique. It doesn't take heavy weight to make this exercise effective.Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity.Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",,,https://www.muscleandstrength.com/exercises/standing-smith-machine-wrist-curl-(behind-back).html
One-Arm Seated Neutral Grip Dumbbell Wrist Curl Video Exercise Guide,Forearms,None,None,None,"The one-arm neutral grip dumbbell wrist curl is an exercise used to target the muscles of the forearms.Having strong forearms, and training the forearms in multiple ways, will allow you to lift heavier weights in many exercises simply by strengthening your grip.Performing unilateral movements can also help improve weaknesses, balance your strength and aesthetic physique, and work towards reducing injuries by addressing imbalances in the body.Forearms can be a resistant muscle to grow and may require ahigher training frequencyto experience a noticeable difference in forearm strength and size.","Grab a dumbbell using a neutral grip (palm facing in) and sit down on the end of a flat bench.Bending only at the wrists, let the dumbbell drop as far as possible. This is the starting position for the exercise.Slowly curl the dumbbell towards your body using your wrists. Squeeze the forearm muscles at the top of the movement.Pause, and then slowly lower the dumbbell back to the starting position.Repeat for desired reps, then repeat on the other wrist.","Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity.Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/760002702?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/one-arm-seated-neutral-dumbbell-wrist-curl.html
Smith Machine Seated Wrist Curl Video Exercise Guide,Forearms,None,None,None,,"Sit on a bench in front of a Smith Machine, set the bar at a comfortable height, and load the appropriate weight.Hold the bar with an overhand grip (palms down), hands shoulder-width apart.Rest your forearms on your thighs, letting your wrists hang off the edge.Curl your wrists upward, exhaling as you lift the bar.Pause and squeeze your forearms at the top.Slowly lower the bar back down, inhaling as you descend. This is one rep.Perform the desired reps, focusing on wrist control.","Use slow and controlled movement for for best results.Make sure you use a full range of motion, allowing the bar to drop as far down as possible and raise up as far as possible.",https://player.vimeo.com/video/760008099?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/smith-machine-seated-wrist-curl.html
Neutral Grip Dumbbell Wrist Curl (Over Bench) Video Exercise Guide,Forearms,None,None,None,"The neutral grip dumbbell wrist curl is an exercise used to target the muscles of the forearms. Using a bench allows you to focus more on the movement by providing extra stability.Having strong forearms, and training the forearms in multiple ways, will allow you to lift heavier weights in many exercises simply by strengthening your grip.Forearms can be a resistant muscle to grow and may require ahigher training frequencyto experience a noticeable difference in forearm strength and size.","Grab a pair of dumbbells using a neutral grip (palm facing in) and kneel in front of a flat bench.Rest the back of your forearms on top of the bench so that your writs are just off the end of it.Bending only at the wrists, let the dumbbells drop as far as possible. This is the starting position for the exercise.Slowly curl the dumbbells up towards your body using your wrists. Squeeze the forearm muscles at the top of the movement.Pause, and then slowly lower the dumbbells back to the starting position.Repeat for desired reps.","Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity.Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/760002652?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/neutral-dumbbell-wrist-curl-over-bench.html
Seated Reverse Grip Cable Wrist Curl Video Exercise Guide,Forearms,None,None,None,,"Set up for the exercise by getting a flat or adjustable bench and placing it facing a low pulley cable machine.Attach a straight bar to the low pulley and select the weight you want to use on the stack.Sit on the end of the bench facing the cable machine with your feet out slightly wider than shoulder-width apart.Grasp the bar with a reverse grip (palms facing down) with your hands around shoulder width apart.Pull the weight back and bury your elbows into your inner thighs for support.Keeping your elbows fixed and bending only at the wrists, let the bar drop as far as possible. This is the starting position for the exercise.Slowly raise the bar as far as possible squeezing the forearm muscles at the top of the movement.Pause, and then slowly lower the weight back to the starting position.Repeat for desired reps.","Use lighter weight to help focus on proper technique. It doesn't take heavy weight to make this exercise effective.Keep the rep timing slow, and pause/squeeze the forearms for a count of two at the top of the movement for added intensity.Use a full range of motion by allowing the weight to drop as far as possible at the bottom of the movement.",https://player.vimeo.com/video/760001728?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/reverse-grip-seated-cable-wrist-curl.html
